detid_Y,BP2_D1,BP2_D2,BP2_D3,BP4_D1(1),BP4_D10(3),BP4_D2(1),BP4_D3(2),BP4_D4(2),BP4_D5(2),BP4_D6(4),BP4_D8(3),BP4_D9(3),FA6_D10,FA6_D11,FA6_D14,FA6_D15,FA6_D16,FA6_D17,FA6_D18,FA6_D19,FA6_D2,FA6_D24,FA6_D25,FA6_D27,FA6_D28,FA6_D29,FA6_D3,FA6_D30,FA6_D31,FA6_D32,FA6_D33,FA6_D34,FA6_D35,FA6_D36,FA6_D37,FA6_D38,FA6_D4,FA6_D5,FA6_D6,FA6_D7,FA6_D8,FA6_D9,G3_D1(KFZ1),G3_D2(KFZ1),G3_D3(KFZ2),G3_D4(KFZ2),G3_D5(KFZ3),HB1_D1,HB1_D13,HB1_D14,HB1_D15,HB1_D16,HB1_D17,HB1_D2,HB1_D3,HB1_D4,HB1_D5,HB1_D6,HB1_D7,HB1_D8,HB4_D1(KFZ4),HB4_D2(KFZ4),MUE3_D2(KFZ),MUE3_D3(KFZ),PR1_D1,PR1_D10,PR1_D11,PR1_D2,PR1_D3,PR1_D4,PR1_D5,PR1_D6,PR1_D7,PR1_D8,PR1_D9,PR3_D1(KFZ1),PR3_D2(KFZ1),PR3_D3(KFZ2),SD_D1(KFZ1),SD_D2(KFZ2),SD_D3(KFZ3),SHO_D1(KFZ1),SHO_D2(KFZ4),STA1_D1(KFZ4),STA1_D2(KFZ4),STA1_D8(KFZ5),STA1_D9(KFZ5),STA2_D2(KFZ4),STA2_D3(KFZ4),STA2_D4(KFZ4),STA2_D5(KFZ3),STA2_D6(KFZ3),STA2_D7(KFZ3),STA2_D8(KFZ3),STA4_D1(KFZ1),STA4_D1a(KFZ1),STA4_D2(KFZ2),STA4_D2a(KFZ2),STA4_D4(KFZ4),STA4_D4a(KFZ4),STA4_D6(KFZ6),STA4_D6a(KFZ6),STA4_D8(KFZ8),STA4_D8a(KFZ8),STA4_D9(KFZ9),STA4_D9a(KFZ9),T1_D1,T1_D2,T1_D3,T1_D4,WL2_D1(KFZ1),WL2_D2(KFZ3)
G3_D2(KFZ1),749.96,749.96,749.96,513.02,510.48,513.02,513.02,513.02,513.02,506.82,510.48,510.48,1470.15,1470.15,1842.90,1842.90,1842.90,1842.90,1842.90,1842.90,1442.26,1842.90,1842.90,1442.26,1442.26,1442.26,1442.26,1442.26,1442.26,1442.26,1582.24,1582.24,1582.24,1582.24,1582.24,1582.24,1442.26,1442.26,1442.26,1442.26,1470.15,1470.15,845.88,0.00,663.96,17.85,17.85,881.46,756.93,756.93,756.93,898.51,898.51,881.46,881.46,921.18,921.18,1068.20,1068.20,921.18,634.08,634.08,453.28,453.28,1514.16,1262.48,1262.48,1514.16,1514.16,1216.13,1216.13,1216.13,1216.13,1262.48,1262.48,1961.71,1961.71,1961.71,1322.95,1367.41,1367.41,440.09,440.09,727.60,727.60,756.90,756.90,861.81,861.81,861.81,860.56,860.56,860.56,860.56,1150.68,1150.68,1150.68,1150.68,1090.14,1753.96,1127.65,1127.65,1161.03,1161.03,1454.53,1454.53,572.03,572.03,572.03,572.03,281.57,281.57
G3_D3(KFZ2),933.60,933.60,933.60,652.66,694.11,652.66,652.66,652.66,652.66,618.19,694.11,694.11,1052.03,1052.03,1544.04,1544.04,1544.04,1544.04,1544.04,1544.04,1024.14,1544.04,1544.04,1024.14,1024.14,1024.14,1024.14,1024.14,1024.14,1024.14,1164.12,1164.12,1164.12,1164.12,1164.12,1164.12,1024.14,1024.14,1024.14,1024.14,1052.03,1052.03,181.91,203.16,0.00,221.02,221.02,463.35,774.79,774.79,774.79,916.38,916.38,463.35,463.35,503.06,503.06,650.09,650.09,503.06,215.96,215.96,656.45,656.45,1096.04,844.36,844.36,1096.04,1096.04,798.02,798.02,798.02,798.02,844.36,844.36,1662.85,1662.85,1662.85,1506.59,1551.04,1551.04,643.25,643.25,911.24,911.24,940.53,940.53,1045.45,1045.45,1045.45,1044.19,1044.19,1044.19,1044.19,1334.31,1334.31,1334.31,1334.31,1273.78,1937.60,1311.28,1311.28,1344.67,1344.67,1638.16,1638.16,589.90,589.90,589.90,589.90,484.74,484.74
G3_D4(KFZ2),732.11,732.11,732.11,495.17,492.62,495.17,495.17,495.17,495.17,488.97,492.62,492.62,1488.00,1488.00,1860.75,1860.75,1860.75,1860.75,1860.75,1860.75,1460.11,1860.75,1860.75,1460.11,1460.11,1460.11,1460.11,1460.11,1460.11,1460.11,1600.09,1600.09,1600.09,1600.09,1600.09,1600.09,1460.11,1460.11,1460.11,1460.11,1488.00,1488.00,828.03,17.85,646.11,0.00,0.00,899.32,774.78,774.78,774.78,916.37,916.37,899.32,899.32,939.03,939.03,1086.06,1086.06,939.03,651.93,651.93,471.13,471.13,1532.01,1280.33,1280.33,1532.01,1532.01,1233.99,1233.99,1233.99,1233.99,1280.33,1280.33,1979.56,1979.56,1979.56,1305.10,1349.55,1349.55,422.24,422.24,709.75,709.75,739.04,739.04,843.96,843.96,843.96,842.70,842.70,842.70,842.70,1132.83,1132.83,1132.83,1132.83,1072.29,1736.11,1109.80,1109.80,1143.18,1143.18,1436.68,1436.68,589.88,589.88,589.88,589.88,299.43,299.43
G3_D5(KFZ3),732.11,732.11,732.11,495.17,492.62,495.17,495.17,495.17,495.17,488.97,492.62,492.62,1488.00,1488.00,1860.75,1860.75,1860.75,1860.75,1860.75,1860.75,1460.11,1860.75,1860.75,1460.11,1460.11,1460.11,1460.11,1460.11,1460.11,1460.11,1600.09,1600.09,1600.09,1600.09,1600.09,1600.09,1460.11,1460.11,1460.11,1460.11,1488.00,1488.00,828.03,17.85,646.11,0.00,0.00,899.32,774.78,774.78,774.78,916.37,916.37,899.32,899.32,939.03,939.03,1086.06,1086.06,939.03,651.93,651.93,471.13,471.13,1532.01,1280.33,1280.33,1532.01,1532.01,1233.99,1233.99,1233.99,1233.99,1280.33,1280.33,1979.56,1979.56,1979.56,1305.10,1349.55,1349.55,422.24,422.24,709.75,709.75,739.04,739.04,843.96,843.96,843.96,842.70,842.70,842.70,842.70,1132.83,1132.83,1132.83,1132.83,1072.29,1736.11,1109.80,1109.80,1143.18,1143.18,1436.68,1436.68,589.88,589.88,589.88,589.88,299.43,299.43
HB1_D1,1028.61,1028.61,1028.61,747.68,789.12,747.68,747.68,747.68,747.68,713.20,789.12,789.12,1147.04,1147.04,1397.42,1397.42,1397.42,1397.42,1397.42,1397.42,1119.16,1397.42,1397.42,1119.16,1119.16,1119.16,1119.16,1119.16,1119.16,1119.16,1259.13,1259.13,1259.13,1259.13,1259.13,1259.13,1119.16,1119.16,1119.16,1119.16,1147.04,1147.04,850.96,679.00,669.05,661.15,661.15,0.00,311.45,311.45,311.45,453.03,453.03,0.00,0.00,598.07,598.07,745.10,745.10,598.07,310.97,310.97,550.08,550.08,1191.05,939.38,939.38,1191.05,1191.05,893.03,893.03,893.03,893.03,939.38,939.38,1516.23,1516.23,1516.23,1601.60,1646.05,1646.05,1061.47,1061.47,1006.25,1006.25,1035.55,1035.55,1140.46,1140.46,1140.46,1139.20,1139.20,1139.20,1139.20,1429.33,1429.33,1429.33,1429.33,1368.79,2032.61,1406.30,1406.30,1439.68,1439.68,1733.18,1733.18,126.55,126.55,126.55,126.55,594.73,594.73
HB1_D13,1193.62,1193.62,1193.62,912.68,954.13,912.68,912.68,912.68,912.68,878.21,954.13,954.13,1312.05,1312.05,1562.43,1562.43,1562.43,1562.43,1562.43,1562.43,1284.17,1562.43,1562.43,1284.17,1284.17,1284.17,1284.17,1284.17,1284.17,1284.17,1424.14,1424.14,1424.14,1424.14,1424.14,1424.14,1284.17,1284.17,1284.17,1284.17,1312.05,1312.05,1015.97,844.01,834.05,826.16,826.16,165.01,0.00,0.00,0.00,141.59,141.59,165.01,165.01,763.08,763.08,910.11,910.11,763.08,475.98,475.98,715.09,715.09,1356.06,1104.38,1104.38,1356.06,1356.06,1058.04,1058.04,1058.04,1058.04,1104.38,1104.38,1681.24,1681.24,1681.24,1766.61,1811.06,1811.06,1226.48,1226.48,1171.26,1171.26,1200.55,1200.55,1305.47,1305.47,1305.47,1304.21,1304.21,1304.21,1304.21,1594.34,1594.34,1594.34,1594.34,1533.80,2197.62,1571.31,1571.31,1604.69,1604.69,1898.19,1898.19,291.56,291.56,291.56,291.56,759.74,759.74
HB1_D14,1193.62,1193.62,1193.62,912.68,954.13,912.68,912.68,912.68,912.68,878.21,954.13,954.13,1312.05,1312.05,1562.43,1562.43,1562.43,1562.43,1562.43,1562.43,1284.17,1562.43,1562.43,1284.17,1284.17,1284.17,1284.17,1284.17,1284.17,1284.17,1424.14,1424.14,1424.14,1424.14,1424.14,1424.14,1284.17,1284.17,1284.17,1284.17,1312.05,1312.05,1015.97,844.01,834.05,826.16,826.16,165.01,0.00,0.00,0.00,141.59,141.59,165.01,165.01,763.08,763.08,910.11,910.11,763.08,475.98,475.98,715.09,715.09,1356.06,1104.38,1104.38,1356.06,1356.06,1058.04,1058.04,1058.04,1058.04,1104.38,1104.38,1681.24,1681.24,1681.24,1766.61,1811.06,1811.06,1226.48,1226.48,1171.26,1171.26,1200.55,1200.55,1305.47,1305.47,1305.47,1304.21,1304.21,1304.21,1304.21,1594.34,1594.34,1594.34,1594.34,1533.80,2197.62,1571.31,1571.31,1604.69,1604.69,1898.19,1898.19,291.56,291.56,291.56,291.56,759.74,759.74
HB1_D15,1193.62,1193.62,1193.62,912.68,954.13,912.68,912.68,912.68,912.68,878.21,954.13,954.13,1312.05,1312.05,1562.43,1562.43,1562.43,1562.43,1562.43,1562.43,1284.17,1562.43,1562.43,1284.17,1284.17,1284.17,1284.17,1284.17,1284.17,1284.17,1424.14,1424.14,1424.14,1424.14,1424.14,1424.14,1284.17,1284.17,1284.17,1284.17,1312.05,1312.05,1015.97,844.01,834.05,826.16,826.16,165.01,0.00,0.00,0.00,141.59,141.59,165.01,165.01,763.08,763.08,910.11,910.11,763.08,475.98,475.98,715.09,715.09,1356.06,1104.38,1104.38,1356.06,1356.06,1058.04,1058.04,1058.04,1058.04,1104.38,1104.38,1681.24,1681.24,1681.24,1766.61,1811.06,1811.06,1226.48,1226.48,1171.26,1171.26,1200.55,1200.55,1305.47,1305.47,1305.47,1304.21,1304.21,1304.21,1304.21,1594.34,1594.34,1594.34,1594.34,1533.80,2197.62,1571.31,1571.31,1604.69,1604.69,1898.19,1898.19,291.56,291.56,291.56,291.56,759.74,759.74
HB1_D16,1052.03,1052.03,1052.03,771.10,812.55,771.10,771.10,771.10,771.10,736.63,812.55,812.55,1170.46,1170.46,1420.84,1420.84,1420.84,1420.84,1420.84,1420.84,1142.58,1420.84,1420.84,1142.58,1142.58,1142.58,1142.58,1142.58,1142.58,1142.58,1282.56,1282.56,1282.56,1282.56,1282.56,1282.56,1142.58,1142.58,1142.58,1142.58,1170.46,1170.46,874.38,702.43,692.47,684.58,684.58,23.42,334.87,334.87,334.87,0.00,0.00,23.42,23.42,621.49,621.49,768.52,768.52,621.49,334.40,334.40,573.51,573.51,1214.47,962.80,962.80,1214.47,1214.47,916.45,916.45,916.45,916.45,962.80,962.80,1539.65,1539.65,1539.65,1625.02,1669.48,1669.48,1084.90,1084.90,1029.67,1029.67,1058.97,1058.97,1163.88,1163.88,1163.88,1162.63,1162.63,1162.63,1162.63,1452.75,1452.75,1452.75,1452.75,1392.21,2056.03,1429.72,1429.72,1463.10,1463.10,1756.60,1756.60,149.97,149.97,149.97,149.97,618.15,618.15
HB1_D17,1052.03,1052.03,1052.03,771.10,812.55,771.10,771.10,771.10,771.10,736.63,812.55,812.55,1170.46,1170.46,1420.84,1420.84,1420.84,1420.84,1420.84,1420.84,1142.58,1420.84,1420.84,1142.58,1142.58,1142.58,1142.58,1142.58,1142.58,1142.58,1282.56,1282.56,1282.56,1282.56,1282.56,1282.56,1142.58,1142.58,1142.58,1142.58,1170.46,1170.46,874.38,702.43,692.47,684.58,684.58,23.42,334.87,334.87,334.87,0.00,0.00,23.42,23.42,621.49,621.49,768.52,768.52,621.49,334.40,334.40,573.51,573.51,1214.47,962.80,962.80,1214.47,1214.47,916.45,916.45,916.45,916.45,962.80,962.80,1539.65,1539.65,1539.65,1625.02,1669.48,1669.48,1084.90,1084.90,1029.67,1029.67,1058.97,1058.97,1163.88,1163.88,1163.88,1162.63,1162.63,1162.63,1162.63,1452.75,1452.75,1452.75,1452.75,1392.21,2056.03,1429.72,1429.72,1463.10,1463.10,1756.60,1756.60,149.97,149.97,149.97,149.97,618.15,618.15
HB1_D2,1028.61,1028.61,1028.61,747.68,789.12,747.68,747.68,747.68,747.68,713.20,789.12,789.12,1147.04,1147.04,1397.42,1397.42,1397.42,1397.42,1397.42,1397.42,1119.16,1397.42,1397.42,1119.16,1119.16,1119.16,1119.16,1119.16,1119.16,1119.16,1259.13,1259.13,1259.13,1259.13,1259.13,1259.13,1119.16,1119.16,1119.16,1119.16,1147.04,1147.04,850.96,679.00,669.05,661.15,661.15,0.00,311.45,311.45,311.45,453.03,453.03,0.00,0.00,598.07,598.07,745.10,745.10,598.07,310.97,310.97,550.08,550.08,1191.05,939.38,939.38,1191.05,1191.05,893.03,893.03,893.03,893.03,939.38,939.38,1516.23,1516.23,1516.23,1601.60,1646.05,1646.05,1061.47,1061.47,1006.25,1006.25,1035.55,1035.55,1140.46,1140.46,1140.46,1139.20,1139.20,1139.20,1139.20,1429.33,1429.33,1429.33,1429.33,1368.79,2032.61,1406.30,1406.30,1439.68,1439.68,1733.18,1733.18,126.55,126.55,126.55,126.55,594.73,594.73
HB1_D3,1028.61,1028.61,1028.61,747.68,789.12,747.68,747.68,747.68,747.68,713.20,789.12,789.12,1147.04,1147.04,1397.42,1397.42,1397.42,1397.42,1397.42,1397.42,1119.16,1397.42,1397.42,1119.16,1119.16,1119.16,1119.16,1119.16,1119.16,1119.16,1259.13,1259.13,1259.13,1259.13,1259.13,1259.13,1119.16,1119.16,1119.16,1119.16,1147.04,1147.04,850.96,679.00,669.05,661.15,661.15,0.00,311.45,311.45,311.45,453.03,453.03,0.00,0.00,598.07,598.07,745.10,745.10,598.07,310.97,310.97,550.08,550.08,1191.05,939.38,939.38,1191.05,1191.05,893.03,893.03,893.03,893.03,939.38,939.38,1516.23,1516.23,1516.23,1601.60,1646.05,1646.05,1061.47,1061.47,1006.25,1006.25,1035.55,1035.55,1140.46,1140.46,1140.46,1139.20,1139.20,1139.20,1139.20,1429.33,1429.33,1429.33,1429.33,1368.79,2032.61,1406.30,1406.30,1439.68,1439.68,1733.18,1733.18,126.55,126.55,126.55,126.55,594.73,594.73
HB1_D4,1121.74,1121.74,1121.74,840.81,882.25,840.81,840.81,840.81,840.81,806.33,882.25,882.25,548.97,548.97,1040.98,1040.98,1040.98,1040.98,1040.98,1040.98,521.09,1040.98,1040.98,521.09,521.09,521.09,521.09,521.09,521.09,521.09,661.06,661.06,661.06,661.06,661.06,661.06,521.09,521.09,521.09,521.09,548.97,548.97,944.09,772.14,762.18,754.28,754.28,93.13,404.58,404.58,404.58,533.45,533.45,93.13,93.13,0.00,0.00,147.03,147.03,0.00,404.11,404.11,643.22,643.22,592.98,341.31,341.31,592.98,592.98,294.96,294.96,294.96,294.96,341.31,341.31,1159.79,1159.79,1159.79,1694.73,1739.18,1739.18,1154.61,1154.61,1099.38,1099.38,1128.68,1128.68,1233.59,1233.59,1233.59,1232.34,1232.34,1232.34,1232.34,1522.46,1522.46,1522.46,1522.46,1461.92,2125.74,1499.43,1499.43,1532.81,1532.81,1826.31,1826.31,219.68,219.68,219.68,219.68,687.86,687.86
HB1_D5,1121.74,1121.74,1121.74,840.81,882.25,840.81,840.81,840.81,840.81,806.33,882.25,882.25,548.97,548.97,1040.98,1040.98,1040.98,1040.98,1040.98,1040.98,521.09,1040.98,1040.98,521.09,521.09,521.09,521.09,521.09,521.09,521.09,661.06,661.06,661.06,661.06,661.06,661.06,521.09,521.09,521.09,521.09,548.97,548.97,944.09,772.14,762.18,754.28,754.28,93.13,404.58,404.58,404.58,533.45,533.45,93.13,93.13,0.00,0.00,147.03,147.03,0.00,404.11,404.11,643.22,643.22,592.98,341.31,341.31,592.98,592.98,294.96,294.96,294.96,294.96,341.31,341.31,1159.79,1159.79,1159.79,1694.73,1739.18,1739.18,1154.61,1154.61,1099.38,1099.38,1128.68,1128.68,1233.59,1233.59,1233.59,1232.34,1232.34,1232.34,1232.34,1522.46,1522.46,1522.46,1522.46,1461.92,2125.74,1499.43,1499.43,1532.81,1532.81,1826.31,1826.31,219.68,219.68,219.68,219.68,687.86,687.86
HB1_D6,1130.52,1130.52,1130.52,849.58,891.03,849.58,849.58,849.58,849.58,815.11,891.03,891.03,528.57,528.57,1020.59,1020.59,1020.59,1020.59,1020.59,1020.59,500.69,1020.59,1020.59,500.69,500.69,500.69,500.69,500.69,500.69,500.69,640.67,640.67,640.67,640.67,640.67,640.67,500.69,500.69,500.69,500.69,528.57,528.57,952.87,780.91,770.95,763.06,763.06,101.91,413.35,413.35,413.35,513.05,513.05,101.91,101.91,699.98,699.98,0.00,0.00,699.98,412.88,412.88,651.99,651.99,572.58,320.91,320.91,572.58,572.58,274.56,274.56,274.56,274.56,320.91,320.91,1139.39,1139.39,1139.39,1703.51,1747.96,1747.96,1163.38,1163.38,1108.16,1108.16,1137.45,1137.45,1242.37,1242.37,1242.37,1241.11,1241.11,1241.11,1241.11,1531.23,1531.23,1531.23,1531.23,1470.69,2134.52,1508.20,1508.20,1541.59,1541.59,1835.08,1835.08,228.46,228.46,228.46,228.46,696.64,696.64
HB1_D7,1130.52,1130.52,1130.52,849.58,891.03,849.58,849.58,849.58,849.58,815.11,891.03,891.03,528.57,528.57,1020.59,1020.59,1020.59,1020.59,1020.59,1020.59,500.69,1020.59,1020.59,500.69,500.69,500.69,500.69,500.69,500.69,500.69,640.67,640.67,640.67,640.67,640.67,640.67,500.69,500.69,500.69,500.69,528.57,528.57,952.87,780.91,770.95,763.06,763.06,101.91,413.35,413.35,413.35,513.05,513.05,101.91,101.91,699.98,699.98,0.00,0.00,699.98,412.88,412.88,651.99,651.99,572.58,320.91,320.91,572.58,572.58,274.56,274.56,274.56,274.56,320.91,320.91,1139.39,1139.39,1139.39,1703.51,1747.96,1747.96,1163.38,1163.38,1108.16,1108.16,1137.45,1137.45,1242.37,1242.37,1242.37,1241.11,1241.11,1241.11,1241.11,1531.23,1531.23,1531.23,1531.23,1470.69,2134.52,1508.20,1508.20,1541.59,1541.59,1835.08,1835.08,228.46,228.46,228.46,228.46,696.64,696.64
HB1_D8,1121.74,1121.74,1121.74,840.81,882.25,840.81,840.81,840.81,840.81,806.33,882.25,882.25,548.97,548.97,1040.98,1040.98,1040.98,1040.98,1040.98,1040.98,521.09,1040.98,1040.98,521.09,521.09,521.09,521.09,521.09,521.09,521.09,661.06,661.06,661.06,661.06,661.06,661.06,521.09,521.09,521.09,521.09,548.97,548.97,944.09,772.14,762.18,754.28,754.28,93.13,404.58,404.58,404.58,533.45,533.45,93.13,93.13,0.00,0.00,147.03,147.03,0.00,404.11,404.11,643.22,643.22,592.98,341.31,341.31,592.98,592.98,294.96,294.96,294.96,294.96,341.31,341.31,1159.79,1159.79,1159.79,1694.73,1739.18,1739.18,1154.61,1154.61,1099.38,1099.38,1128.68,1128.68,1233.59,1233.59,1233.59,1232.34,1232.34,1232.34,1232.34,1522.46,1522.46,1522.46,1522.46,1461.92,2125.74,1499.43,1499.43,1532.81,1532.81,1826.31,1826.31,219.68,219.68,219.68,219.68,687.86,687.86
HB4_D1(KFZ4),838.65,838.65,838.65,436.70,599.16,436.70,436.70,436.70,436.70,402.23,599.16,599.16,1097.12,1097.12,1589.13,1589.13,1589.13,1589.13,1589.13,1589.13,1069.24,1589.13,1589.13,1069.24,1069.24,1069.24,1069.24,1069.24,1069.24,1069.24,1209.21,1209.21,1209.21,1209.21,1209.21,1209.21,1069.24,1069.24,1069.24,1069.24,1097.12,1097.12,695.65,523.69,513.73,505.84,505.84,508.44,819.89,819.89,819.89,961.47,961.47,508.44,508.44,548.15,548.15,695.18,695.18,548.15,0.00,0.00,976.97,976.97,1141.13,889.45,889.45,1141.13,1141.13,843.11,843.11,843.11,843.11,889.45,889.45,1707.94,1707.94,1707.94,1411.64,1456.09,1456.09,928.08,928.08,816.29,816.29,845.58,845.58,950.50,950.50,950.50,949.24,949.24,949.24,949.24,1239.37,1239.37,1239.37,1239.37,1178.83,1842.65,1216.34,1216.34,1249.72,1249.72,1543.22,1543.22,634.99,634.99,634.99,634.99,805.27,805.27
HB4_D2(KFZ4),838.65,838.65,838.65,436.70,599.16,436.70,436.70,436.70,436.70,402.23,599.16,599.16,1097.12,1097.12,1589.13,1589.13,1589.13,1589.13,1589.13,1589.13,1069.24,1589.13,1589.13,1069.24,1069.24,1069.24,1069.24,1069.24,1069.24,1069.24,1209.21,1209.21,1209.21,1209.21,1209.21,1209.21,1069.24,1069.24,1069.24,1069.24,1097.12,1097.12,695.65,523.69,513.73,505.84,505.84,508.44,819.89,819.89,819.89,961.47,961.47,508.44,508.44,548.15,548.15,695.18,695.18,548.15,0.00,0.00,976.97,976.97,1141.13,889.45,889.45,1141.13,1141.13,843.11,843.11,843.11,843.11,889.45,889.45,1707.94,1707.94,1707.94,1411.64,1456.09,1456.09,928.08,928.08,816.29,816.29,845.58,845.58,950.50,950.50,950.50,949.24,949.24,949.24,949.24,1239.37,1239.37,1239.37,1239.37,1178.83,1842.65,1216.34,1216.34,1249.72,1249.72,1543.22,1543.22,634.99,634.99,634.99,634.99,805.27,805.27
MUE3_D2(KFZ),1203.22,1203.22,1203.22,922.29,963.73,922.29,922.29,922.29,922.29,887.81,963.73,963.73,1321.65,1321.65,1681.04,1681.04,1681.04,1681.04,1681.04,1681.04,1293.77,1681.04,1681.04,1293.77,1293.77,1293.77,1293.77,1293.77,1293.77,1293.77,1433.74,1433.74,1433.74,1433.74,1433.74,1433.74,1293.77,1293.77,1293.77,1293.77,1321.65,1321.65,1025.57,853.62,843.65,835.76,835.76,732.97,608.43,608.43,608.43,750.02,750.02,732.97,732.97,772.68,772.68,919.71,919.71,772.68,485.58,485.58,0.00,0.00,1365.66,1113.99,1113.99,1365.66,1365.66,1067.64,1067.64,1067.64,1067.64,1113.99,1113.99,1799.84,1799.84,1799.84,1600.71,1556.02,1556.02,918.79,918.79,1180.86,1180.86,1210.16,1210.16,1315.07,1315.07,1315.07,1313.82,1313.82,1313.82,1313.82,1603.94,1603.94,1603.94,1603.94,1543.40,2207.22,1580.91,1580.91,1614.29,1614.29,1907.79,1907.79,423.54,423.54,423.54,423.54,452.04,452.04
MUE3_D3(KFZ),1203.22,1203.22,1203.22,922.29,963.73,922.29,922.29,922.29,922.29,887.81,963.73,963.73,1321.65,1321.65,1681.04,1681.04,1681.04,1681.04,1681.04,1681.04,1293.77,1681.04,1681.04,1293.77,1293.77,1293.77,1293.77,1293.77,1293.77,1293.77,1433.74,1433.74,1433.74,1433.74,1433.74,1433.74,1293.77,1293.77,1293.77,1293.77,1321.65,1321.65,1025.57,853.62,843.65,835.76,835.76,732.97,608.43,608.43,608.43,750.02,750.02,732.97,732.97,772.68,772.68,919.71,919.71,772.68,485.58,485.58,0.00,0.00,1365.66,1113.99,1113.99,1365.66,1365.66,1067.64,1067.64,1067.64,1067.64,1113.99,1113.99,1799.84,1799.84,1799.84,1600.71,1556.02,1556.02,918.79,918.79,1180.86,1180.86,1210.16,1210.16,1315.07,1315.07,1315.07,1313.82,1313.82,1313.82,1313.82,1603.94,1603.94,1603.94,1603.94,1543.40,2207.22,1580.91,1580.91,1614.29,1614.29,1907.79,1907.79,423.54,423.54,423.54,423.54,452.04,452.04
PR1_D1,1376.39,1376.39,1376.39,1095.45,1136.90,1095.45,1095.45,1095.45,1095.45,1060.98,1136.90,1136.90,310.38,310.38,831.89,831.89,831.89,831.89,831.89,831.89,282.50,831.89,831.89,282.50,282.50,282.50,282.50,282.50,282.50,282.50,422.47,422.47,422.47,422.47,422.47,422.47,282.50,282.50,282.50,282.50,310.38,310.38,1198.74,1026.78,1016.82,1008.93,1008.93,347.78,412.74,412.74,412.74,324.36,324.36,347.78,347.78,945.85,945.85,492.45,492.45,945.85,658.75,658.75,897.86,897.86,0.00,132.21,132.21,0.00,0.00,56.37,56.37,56.37,56.37,132.21,132.21,950.70,950.70,950.70,1949.38,1993.83,1993.83,1409.25,1409.25,1354.03,1354.03,1383.32,1383.32,1488.24,1488.24,1488.24,1486.98,1486.98,1486.98,1486.98,1777.11,1777.11,1777.11,1777.11,1716.57,2380.39,1754.08,1754.08,1787.46,1787.46,2080.96,2080.96,474.33,474.33,474.33,474.33,942.51,942.51
PR1_D10,1474.15,1474.15,1474.15,1193.21,1234.66,1193.21,1193.21,1193.21,1193.21,1158.74,1234.66,1234.66,709.18,709.18,699.68,699.68,699.68,699.68,699.68,699.68,681.29,699.68,699.68,681.29,681.29,681.29,681.29,681.29,681.29,681.29,821.27,821.27,821.27,821.27,821.27,821.27,681.29,681.29,681.29,681.29,709.18,709.18,1296.50,1124.54,1114.58,1106.69,1106.69,445.54,280.53,280.53,280.53,422.11,422.11,445.54,445.54,1043.61,1043.61,792.44,792.44,1043.61,756.51,756.51,995.62,995.62,763.86,0.00,0.00,763.86,763.86,455.17,455.17,455.17,455.17,0.00,0.00,818.48,818.48,818.48,2047.13,2041.69,2041.69,1507.01,1507.01,1451.79,1451.79,1481.08,1481.08,1586.00,1586.00,1586.00,1584.74,1584.74,1584.74,1584.74,1874.86,1874.86,1874.86,1874.86,1814.33,2478.15,1851.83,1851.83,1885.22,1885.22,2178.71,2178.71,572.09,572.09,572.09,572.09,1040.27,1040.27
